"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue May 02 02:01:14 GMT 2023","Tue May 02 02:01:25 GMT 2023","11093","","com.dictality.allure.GithubTest","","com.dictality.allure.GithubTest","searchForIssueSelenium","searchForIssueSelenium()",""
"broken","Tue May 02 02:01:25 GMT 2023","Tue May 02 02:01:27 GMT 2023","1968","","com.dictality.allure.GithubTest","","com.dictality.allure.GithubTest","searchForIssue","searchForIssue()",""
